fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality_tier
5.8,0.09,0.33,5.5,0.052,20,168,0.9892,3.05,0.5,8.4,3
8.0,0.28,0.41,53.8,0.052,28,110,0.9959,3.54,0.5,11.4,2
4.6,0.2,0.0,4.9,0.043,13,133,0.9976,3.13,0.44,10.5,2
7.3,0.25,0.29,2.6,0.013,36,175,0.9952,3.16,0.54,12.5,2
9.0,0.36,0.54,1.8,0.068,28,78,0.9941,3.33,0.67,8.4,2
7.5,0.37,0.48,2.5,0.034,52,151,0.9879,3.18,0.45,10.7,2
9.0,0.6,0.06,1.3,0.099,4,51,0.9985,3.08,0.58,10.6,1
6.6,0.41,0.2,14.2,0.033,46,169,0.9953,3.37,0.47,10.5,1
6.2,0.23,0.26,10.8,0.085,2,149,0.9953,3.01,0.55,12.3,2
6.3,0.15,0.31,3.2,0.014,41,156,0.9949,3.26,0.56,11.7,2
6.2,0.24,0.26,11.7,0.058,60,168,0.9959,3.3,0.54,10.6,2
6.8,0.34,0.34,3.0,0.075,50,114,0.9967,3.52,0.41,11.4,3
6.8,0.22,0.31,3.5,0.065,52,117,0.9939,3.04,0.67,9.8,2
6.2,0.28,0.36,4.2,0.015,35,193,0.9973,3.25,0.52,9.3,2
7.9,0.15,0.35,5.2,0.02,44,174,0.9952,3.0,0.53,9.0,2
9.6,0.5,0.0,2.9,0.075,10,86,0.994,3.44,0.61,9.7,2
10.4,0.88,0.21,2.7,0.075,33,6,0.996,3.01,0.6,8.5,2
7.3,0.36,0.49,7.0,0.083,13,70,0.9926,3.06,0.22,10.3,2
5.9,0.36,0.5,25.8,0.009,5,86,0.9972,2.77,0.51,11.9,2
6.1,0.24,0.42,65.8,0.03,54,133,0.9879,3.2,0.27,9.7,2
7.2,0.28,0.35,14.2,0.021,32,192,0.9978,3.04,0.51,9.6,2
6.8,0.67,0.15,1.2,0.094,20,47,0.9961,3.32,0.82,9.2,2
7.6,0.14,0.5,6.0,0.087,29,137,0.9917,3.19,0.55,9.2,2
8.1,0.37,0.44,17.5,0.028,27,119,0.9929,3.42,0.38,10.4,2
6.7,0.24,0.43,11.3,0.074,29,89,0.9974,3.14,0.48,11.8,2
5.8,0.27,0.51,57.0,0.074,21,105,0.9938,2.9,0.6,14.2,2
5.9,0.31,0.56,8.5,0.058,25,183,0.9946,2.98,0.59,9.3,2
7.6,0.42,0.38,3.5,0.074,5,173,0.9935,3.04,0.39,10.6,3
7.2,0.2,0.2,7.6,0.081,52,169,0.9948,2.76,0.51,9.7,2
7.5,0.31,0.43,11.2,0.047,54,144,0.9948,3.16,0.35,11.3,2
6.5,0.28,0.1,10.0,0.009,56,175,0.9925,3.43,0.46,9.5,3
6.3,0.4,0.15,15.9,0.009,16,72,0.9935,3.08,0.54,9.9,2
6.0,0.08,0.29,43.7,0.086,25,205,0.9947,3.35,0.6,10.1,2
6.6,0.33,0.12,2.1,0.093,22,92,0.9942,3.13,0.49,10.2,2
3.8,0.33,0.26,2.3,0.009,32,116,0.9991,2.97,0.56,10.0,3
6.3,0.37,0.57,7.7,0.035,35,174,0.9915,3.08,0.27,9.7,2
6.5,0.22,0.24,17.4,0.037,2,222,0.9947,3.1,0.41,10.1,2
6.1,0.08,0.42,65.8,0.023,50,106,0.9894,3.21,0.45,12.6,2
7.0,0.34,0.37,11.8,0.07,49,57,1.0003,3.41,0.43,11.4,2
7.0,0.3,0.15,31.3,0.047,31,127,0.9957,3.08,0.28,9.3,2
6.2,0.39,0.28,50.1,0.05,24,177,0.9979,3.14,0.24,10.3,2
6.9,0.37,0.31,17.5,0.043,62,127,0.992,3.17,0.48,10.3,2
6.2,0.24,0.62,10.2,0.08,13,130,0.9946,3.08,0.6,11.2,2
5.6,0.19,0.03,5.3,0.067,22,167,0.9949,3.12,0.66,11.4,2
6.5,0.26,0.15,6.6,0.07,41,166,0.9957,3.45,0.63,8.1,2
7.5,0.33,0.38,21.7,0.075,55,111,0.9923,3.02,0.53,9.9,2
6.7,0.42,0.39,12.9,0.052,31,63,0.9944,3.37,0.54,9.0,2
8.4,0.35,0.1,1.2,0.081,11,48,0.9964,3.38,0.97,9.3,3
7.0,0.4,0.26,13.5,0.053,37,108,0.9917,3.09,0.59,9.8,2
7.0,0.58,0.05,6.0,0.049,26,74,0.9963,3.06,0.43,9.5,2
6.9,0.29,0.46,33.2,0.056,51,99,0.9885,3.22,0.37,11.5,2
6.4,0.29,0.25,45.1,0.053,48,138,0.9923,3.3,0.37,8.7,2
7.2,0.29,0.48,14.8,0.059,43,160,0.9937,3.22,0.61,10.3,3
5.8,0.34,0.35,7.6,0.025,14,185,0.9935,3.04,0.53,12.4,1
7.9,0.19,0.14,5.9,0.031,26,101,0.992,3.25,0.58,11.9,2
8.5,0.35,0.9,1.4,0.137,21,24,0.9968,3.22,0.52,10.8,2
7.8,0.73,0.22,2.2,0.034,25,46,0.9977,3.36,0.69,11.1,2
5.4,0.44,0.46,13.3,0.055,61,123,0.996,3.18,0.37,10.7,2
6.9,0.27,0.44,16.5,0.051,21,236,0.9951,2.99,0.55,8.9,3
5.4,0.44,0.2,7.4,0.105,24,63,0.9961,3.06,0.51,9.1,2
8.1,0.78,0.5,1.5,0.089,13,40,0.9957,3.36,0.49,12.7,2
5.8,0.55,0.27,24.9,0.083,54,114,1.0001,3.36,0.5,10.9,2
7.0,0.19,0.37,8.7,0.038,50,147,0.9944,3.2,0.44,10.5,3
5.7,0.69,0.31,1.2,0.081,33,116,0.9953,3.44,0.91,9.9,2
7.6,0.36,0.26,51.5,0.021,54,142,0.996,3.66,0.42,11.0,2
7.1,0.51,0.17,1.2,0.054,15,10,0.9955,3.24,0.58,9.2,2
9.2,0.8,0.48,1.2,0.145,15,111,1.0023,3.59,0.73,10.1,2
7.2,0.08,0.45,55.8,0.102,35,88,0.9887,3.4,0.37,10.2,2
6.3,0.14,0.27,12.0,0.022,43,67,0.9963,3.16,0.53,11.0,2
8.2,0.5,0.16,3.4,0.06,19,98,0.9962,3.28,0.99,9.5,3
6.3,0.18,0.37,4.4,0.081,65,203,0.9977,3.21,0.23,9.8,2
6.4,0.17,0.21,7.8,0.052,25,149,1.0002,3.0,0.53,11.1,2
7.0,0.42,0.41,1.2,0.188,1,83,0.9934,3.41,0.51,9.3,2
5.8,0.34,0.38,65.8,0.056,34,83,0.9924,3.21,0.69,11.1,2
5.9,0.18,0.33,6.3,0.038,30,190,0.9985,3.23,0.32,10.6,1
11.5,0.47,0.35,1.2,0.059,14,6,0.9968,3.42,0.46,10.0,2
5.5,0.23,0.23,24.9,0.022,5,217,0.9928,3.07,0.5,8.7,2
7.0,0.16,0.24,6.8,0.026,43,151,1.0012,3.41,0.46,11.1,2
8.7,0.25,0.5,1.3,0.066,32,6,0.9966,3.16,0.78,9.4,2
8.2,0.64,0.47,1.5,0.065,27,116,0.9998,3.51,0.72,10.2,2
6.2,0.29,0.3,10.1,0.041,28,89,0.9963,3.2,0.39,10.7,2
6.7,0.42,0.36,9.0,0.056,35,168,0.9957,3.11,0.45,10.4,2
6.7,0.16,0.34,5.4,0.032,27,191,0.9941,3.3,0.47,10.4,3
7.9,0.63,0.15,1.7,0.012,4,85,0.9967,3.12,0.95,11.6,2
5.6,0.13,0.54,13.9,0.031,55,108,0.993,2.89,0.5,12.6,2
6.4,0.17,0.5,4.6,0.009,26,120,0.9958,3.13,0.57,10.5,3
8.4,0.16,0.55,18.8,0.079,42,139,0.9944,3.26,0.41,10.7,2
5.9,0.32,0.33,10.1,0.032,37,82,0.9886,3.14,0.44,11.9,2
8.0,0.55,0.34,3.1,0.118,15,65,0.996,3.24,0.93,10.3,2
7.0,0.25,0.27,25.1,0.035,40,149,0.9942,3.39,0.59,11.8,2
5.3,0.31,0.23,22.5,0.014,20,107,0.9959,3.19,0.56,11.3,2
6.9,0.23,0.38,7.7,0.059,26,69,0.9887,3.21,0.63,10.7,2
6.2,0.26,0.27,25.5,0.06,40,99,0.9969,3.21,0.48,9.4,1
7.5,0.33,0.29,65.8,0.048,28,146,0.9942,3.11,0.46,8.2,3
8.8,0.32,0.27,3.2,0.089,28,112,0.9924,3.5,0.56,10.2,3
6.6,0.19,0.29,5.6,0.047,16,157,0.9945,3.21,0.47,11.2,2
8.0,0.27,0.17,31.9,0.022,16,132,0.9967,3.3,0.5,8.7,2
7.0,0.22,0.25,1.6,0.08,22,174,0.9965,2.92,0.46,10.1,2
6.4,0.27,0.37,1.3,0.033,18,67,0.9987,3.52,0.69,9.3,2
5.3,0.57,0.42,1.3,0.059,22,49,0.9964,3.53,0.4,10.2,2
7.6,0.29,0.38,56.6,0.009,10,71,0.9969,3.3,0.58,10.7,2
6.4,0.34,0.35,18.3,0.056,55,176,0.9921,3.16,0.35,9.9,3
6.4,0.16,0.49,20.7,0.02,51,127,0.9926,3.2,0.43,10.9,2
6.0,0.08,0.65,16.1,0.031,19,145,0.9889,3.15,0.37,9.7,3
5.9,0.38,0.31,15.5,0.046,38,166,0.9972,3.45,0.52,10.9,2
6.1,0.47,0.37,9.1,0.084,39,119,0.9904,3.43,0.66,8.7,2
7.1,0.41,0.41,2.0,0.06,11,145,0.9986,2.84,0.51,10.6,2
5.2,0.08,0.35,22.7,0.03,20,123,0.9917,3.2,0.63,8.9,2
7.8,0.19,0.33,14.3,0.053,55,128,0.9967,3.11,0.48,11.4,3
10.0,0.68,0.37,2.8,0.057,26,57,0.9945,3.2,0.65,11.7,2
8.7,0.61,0.31,1.2,0.072,14,50,1.0006,3.23,0.93,11.3,2
6.3,0.27,0.34,65.8,0.041,40,136,0.9947,3.29,0.38,8.1,3
5.2,0.39,0.32,7.5,0.042,42,171,0.9968,3.4,0.43,9.2,3
7.4,0.36,0.21,5.2,0.048,31,145,0.9954,3.48,0.6,9.7,2
8.3,0.28,0.39,3.0,0.065,54,71,0.9938,3.19,0.51,10.0,2
8.3,0.26,0.22,16.5,0.071,12,125,0.99,3.46,0.68,8.0,2
6.9,0.79,0.07,3.8,0.137,8,61,0.9958,3.11,0.43,10.1,2
6.3,0.27,0.42,12.2,0.024,15,139,0.9951,3.16,0.52,12.8,2
5.6,0.32,0.43,1.9,0.057,45,109,0.9911,3.16,0.5,8.3,2
10.5,0.47,0.0,2.5,0.162,17,39,0.9963,3.24,0.55,9.9,2
7.5,0.22,0.38,9.4,0.068,38,174,0.9889,3.18,0.35,10.6,2
7.8,0.22,0.34,3.3,0.014,53,114,0.9914,3.18,0.51,12.7,3
7.2,0.39,0.48,3.0,0.045,21,120,0.9929,3.24,0.39,10.6,2
5.9,0.24,0.32,35.5,0.012,33,30,0.9924,3.04,0.61,10.1,3
7.7,0.34,0.34,5.8,0.065,31,143,0.9978,3.28,0.47,11.3,2
8.0,0.22,0.42,4.5,0.011,35,63,1.0001,3.28,0.5,8.7,3
7.4,0.14,0.32,8.5,0.052,28,137,0.9954,3.11,0.5,11.2,3
6.7,0.36,0.13,8.9,0.047,70,177,0.99,3.27,0.54,10.1,2
9.4,0.54,0.38,1.3,0.128,37,47,0.9965,3.43,0.33,8.9,2
6.3,0.17,0.38,1.9,0.055,17,147,0.992,3.06,0.63,10.4,1
6.6,0.32,0.13,2.3,0.089,40,171,0.9968,3.2,0.55,9.3,2
6.2,0.29,0.38,24.5,0.076,38,116,0.9898,3.28,0.54,10.9,2
6.8,0.39,0.11,5.4,0.162,17,10,0.9966,3.11,0.46,11.0,2
9.3,0.38,0.17,3.4,0.085,24,38,0.9967,3.39,0.86,10.0,2
5.7,0.21,0.35,37.3,0.055,3,123,1.0003,2.99,0.67,12.4,2
7.2,0.34,0.43,9.6,0.021,38,123,0.9936,3.12,0.79,11.6,2
6.7,0.29,0.39,10.5,0.047,5,134,0.9958,3.16,0.44,10.8,3
7.5,0.39,0.41,17.8,0.052,54,126,0.991,3.21,0.49,10.5,2
7.0,0.55,0.31,1.2,0.12,1,57,0.9951,3.47,0.88,9.7,1
7.8,0.44,0.27,5.5,0.065,30,223,0.9881,3.41,0.55,11.0,2
6.9,0.35,0.28,59.4,0.082,39,181,0.9884,3.29,0.45,8.9,2
5.9,0.3,0.17,7.0,0.051,44,193,0.9946,3.13,0.52,8.7,2
6.9,0.42,0.38,19.1,0.028,29,145,0.9951,2.97,0.57,9.4,2
6.0,0.21,0.44,6.2,0.02,50,146,0.9985,3.37,0.56,10.3,2
8.6,0.77,0.81,1.6,0.084,1,6,0.9965,3.35,0.66,9.9,2
6.5,0.36,0.26,38.1,0.023,15,95,0.9976,2.92,0.54,11.8,2
7.6,0.49,0.31,1.2,0.093,25,8,0.9956,3.42,0.57,13.3,2
7.3,0.22,0.33,24.0,0.059,58,156,0.9982,3.16,0.49,11.3,2
7.6,0.39,0.14,14.7,0.065,31,156,1.0005,3.05,0.36,12.4,3
6.6,0.3,0.38,17.5,0.054,45,119,0.9955,3.48,0.73,11.7,2
5.8,0.2,0.4,2.3,0.084,45,124,0.9969,3.08,0.53,11.5,1
7.3,0.31,0.08,3.7,0.036,35,95,0.9898,3.08,0.46,9.1,2
7.0,0.36,0.36,13.6,0.032,42,98,0.9924,3.07,0.39,9.9,1
7.5,0.36,0.41,9.2,0.033,35,211,0.9973,2.98,0.57,10.4,2
7.8,0.49,0.3,2.4,0.019,2,212,0.9931,3.24,0.49,8.7,1
9.3,0.69,0.23,2.4,0.049,11,74,0.9946,3.06,0.98,11.9,2
7.3,0.28,0.34,3.7,0.028,10,203,0.9942,3.04,0.42,10.0,2
7.0,0.25,0.25,7.3,0.04,45,137,0.9917,3.33,0.5,9.7,2
6.0,0.21,0.25,2.6,0.063,32,130,0.9988,3.19,0.37,10.8,2
7.7,0.31,0.46,65.8,0.03,56,148,0.9925,2.95,0.32,10.5,1
6.8,0.35,0.43,20.5,0.027,30,72,0.9922,3.28,0.63,12.0,2
11.0,0.46,0.1,14.9,0.056,16,34,0.9972,3.36,0.97,8.4,2
7.5,0.47,0.39,2.7,0.044,49,165,0.9993,3.31,0.32,11.4,2
7.6,0.28,0.31,10.2,0.05,28,171,0.9932,3.0,0.71,11.7,2
7.4,0.4,0.32,65.8,0.037,63,37,0.9953,3.55,0.57,11.0,2
7.5,0.41,0.35,65.8,0.053,25,169,0.9968,3.27,0.45,10.2,2
6.9,0.14,0.56,8.2,0.071,30,99,0.9957,3.08,0.5,11.4,2
7.9,0.18,0.41,28.7,0.058,24,232,0.9949,3.08,0.42,10.0,2
6.8,0.3,0.43,6.1,0.028,16,166,0.9896,3.3,0.58,10.0,3
5.8,0.34,0.29,7.9,0.044,33,152,0.9952,3.2,0.71,9.7,2
7.0,0.08,0.39,17.9,0.018,28,95,0.9937,3.33,0.53,8.9,2
6.8,0.19,0.32,2.1,0.064,13,87,0.9937,3.23,0.56,10.9,2
6.8,0.28,0.45,39.9,0.065,43,131,0.9926,3.49,0.33,10.5,2
6.5,0.32,0.36,14.3,0.088,52,137,0.9898,3.07,0.48,8.6,2
5.9,0.22,0.18,1.2,0.11,11,37,0.9961,3.47,0.64,11.5,2
6.6,0.32,0.47,12.0,0.036,27,152,0.9904,3.47,0.42,10.2,2
6.5,0.12,0.4,3.2,0.05,35,176,0.9898,3.14,0.65,10.0,2
6.9,0.21,0.26,9.0,0.03,42,138,0.9978,3.43,0.63,12.2,2
5.7,0.08,0.39,4.1,0.062,32,116,0.9943,3.12,0.7,9.9,2
7.5,0.37,0.39,42.9,0.091,42,111,0.9998,3.03,0.37,11.4,2
6.3,0.12,0.34,21.1,0.053,37,76,0.9988,3.0,0.64,9.8,2
7.4,0.3,0.4,2.4,0.046,43,209,0.9952,3.05,0.4,10.2,2
11.5,0.63,0.63,1.6,0.115,7,63,0.9973,3.54,0.44,8.4,2
5.7,0.18,0.7,2.4,0.028,43,148,0.99,3.35,0.61,10.7,2
7.5,0.35,0.38,17.0,0.052,29,145,0.9915,3.05,0.54,10.2,2
12.6,0.14,0.36,1.2,0.154,27,79,0.9962,3.04,0.75,10.0,1
6.1,0.29,0.48,5.5,0.031,52,159,0.9942,2.99,0.34,11.8,2
6.3,0.2,0.37,7.6,0.041,39,153,0.9926,3.11,0.55,11.4,1
9.2,0.56,0.37,3.4,0.097,9,6,0.9965,3.4,0.61,11.9,2
5.9,0.23,0.52,8.3,0.061,2,63,0.9926,3.14,0.43,11.3,2
6.1,0.42,0.53,1.6,0.016,49,183,0.9877,3.33,0.55,11.3,2
7.0,0.28,0.54,37.4,0.027,39,152,0.9969,3.31,0.42,10.4,2
7.5,0.27,0.36,28.4,0.019,37,173,0.9913,3.25,0.54,10.2,3
7.1,0.45,0.3,13.4,0.009,45,109,0.996,3.01,0.45,9.8,2
6.8,0.37,0.33,1.4,0.065,36,53,0.9978,3.08,0.64,11.2,2
6.4,0.32,0.35,17.3,0.028,36,221,0.9995,3.05,0.8,11.3,3
6.6,0.35,0.49,2.6,0.065,55,108,0.9922,3.25,0.58,9.5,1
7.2,0.28,0.46,25.8,0.073,26,107,0.9932,3.04,0.53,12.7,2
6.6,0.36,0.03,2.5,0.042,66,110,0.9912,3.2,0.5,11.5,2
6.1,0.46,0.39,10.3,0.047,52,147,0.9908,3.23,0.46,9.7,2
7.8,0.09,0.37,3.6,0.05,42,162,0.9895,3.32,0.62,10.7,3
5.5,0.3,0.32,27.6,0.03,30,170,0.9926,3.37,0.28,12.6,2
6.0,0.13,0.1,39.2,0.064,55,119,0.9926,3.31,0.63,10.3,2
12.0,0.85,0.18,1.5,0.139,12,55,0.9978,3.1,0.57,10.3,2
6.0,0.33,0.28,10.7,0.015,57,170,0.9922,3.08,0.56,10.1,2
8.1,0.19,0.1,13.1,0.055,9,63,0.9977,3.16,0.54,9.0,3
8.9,0.52,0.05,1.5,0.042,19,40,0.9984,3.29,0.87,10.3,2
7.8,0.51,0.0,1.6,0.044,35,98,0.9968,3.23,0.57,9.0,2
7.8,0.32,0.42,1.2,0.015,38,146,0.9908,3.32,0.47,8.7,2
9.3,0.23,0.43,5.7,0.085,2,128,0.9961,3.14,0.63,11.2,3
7.1,0.37,0.18,7.8,0.009,49,71,0.9951,3.22,0.32,12.1,3
6.5,0.44,0.34,1.2,0.012,7,67,0.9995,3.07,0.88,10.3,2
7.3,0.28,0.45,9.0,0.032,28,138,0.9918,2.92,0.6,11.0,2
10.3,0.5,0.24,1.2,0.045,21,62,0.9942,3.28,0.71,10.7,2
8.6,0.28,0.37,1.6,0.169,20,40,0.9987,3.29,0.65,11.7,2
8.4,0.35,0.0,1.2,0.122,13,82,0.9939,3.17,0.66,10.0,2
5.5,0.17,0.51,5.0,0.062,10,145,0.9963,3.07,0.64,11.2,1
9.7,0.81,0.43,1.4,0.111,39,35,0.997,3.24,0.56,10.7,2
7.7,0.23,0.33,5.6,0.031,37,100,0.9928,3.14,0.22,12.4,2
7.2,0.13,0.0,24.7,0.06,24,162,0.987,3.31,0.62,10.7,2
6.3,0.72,0.33,1.7,0.148,10,58,0.996,3.14,0.85,9.2,3
4.9,0.21,0.19,27.7,0.045,27,161,0.9899,3.13,0.52,8.7,2
6.3,0.29,0.27,6.0,0.037,34,47,0.996,3.22,0.62,11.5,3
6.1,0.23,0.1,26.7,0.067,35,154,0.993,3.55,0.63,10.0,2
7.7,0.33,0.27,30.9,0.032,38,176,0.9969,3.36,0.56,8.5,3
7.9,0.45,0.57,7.8,0.055,4,82,0.9941,3.13,0.43,11.4,2
7.9,0.42,0.11,3.7,0.087,18,102,0.9931,3.36,0.64,10.1,2
9.2,0.43,0.0,1.6,0.159,7,22,0.9962,3.41,0.53,9.0,2
8.1,0.13,0.48,1.2,0.012,11,6,0.9974,3.35,0.51,10.7,2
9.5,0.51,0.54,1.2,0.012,26,31,0.9963,3.47,0.97,11.0,2
5.1,0.31,0.46,11.3,0.009,74,143,0.9952,3.13,0.61,11.0,2
7.2,0.25,0.42,7.3,0.022,51,91,0.9905,3.2,0.6,10.4,2
6.0,0.21,0.31,7.3,0.009,18,137,0.9953,3.37,0.3,8.6,2
5.4,0.28,0.41,14.2,0.054,38,139,0.9975,3.28,0.43,8.8,3
7.0,0.12,0.31,27.6,0.028,32,136,0.9924,3.03,0.39,9.6,2
7.6,0.24,0.35,12.8,0.054,26,152,0.9943,3.19,0.45,11.0,3
7.8,0.37,0.34,4.0,0.055,36,139,0.9898,3.14,0.48,11.2,3
7.8,0.45,0.32,41.0,0.047,14,148,0.9898,3.15,0.58,10.0,2
5.8,0.3,0.36,11.8,0.066,43,71,0.9913,3.14,0.26,9.3,2
5.9,0.19,0.33,5.4,0.058,39,149,0.9974,3.44,0.7,9.0,2
5.3,0.43,0.39,13.1,0.05,34,162,0.9932,3.37,0.41,14.2,3
6.0,0.14,0.29,16.7,0.037,9,168,0.9879,3.01,0.67,8.6,2
5.9,0.2,0.31,25.1,0.084,50,154,0.999,3.23,0.29,10.4,2
6.7,0.14,0.41,3.2,0.037,27,215,0.9923,3.12,0.25,9.6,2
6.4,0.27,0.42,4.2,0.067,16,88,0.995,3.11,0.48,12.4,2
7.4,0.35,0.5,19.5,0.084,48,211,0.9945,2.85,0.42,11.6,2
6.7,0.19,0.4,6.2,0.028,10,193,0.9887,3.3,0.59,11.0,2
5.6,0.31,0.16,5.6,0.052,25,125,0.9896,3.38,0.6,10.2,2
5.6,0.27,0.36,3.6,0.05,68,158,1.002,3.36,0.65,11.5,2
6.2,0.79,0.37,1.2,0.076,43,54,0.9967,3.49,0.51,9.1,2
7.7,0.24,0.11,4.9,0.041,55,125,0.9986,3.0,0.48,11.8,2
6.1,0.22,0.51,23.2,0.057,15,138,0.992,3.13,0.5,9.9,2
6.0,0.4,0.09,9.5,0.063,7,121,0.9936,3.19,0.33,10.5,2
6.2,0.65,0.11,1.2,0.036,26,6,0.9977,3.54,0.65,10.2,3
5.8,0.29,0.21,54.1,0.056,28,89,0.9916,3.09,0.43,9.0,2
6.6,0.38,0.17,19.0,0.029,14,131,0.9955,3.11,0.34,8.5,3
6.6,0.24,0.15,24.6,0.063,67,172,0.9957,3.14,0.52,12.5,2
4.9,0.23,0.58,10.1,0.033,8,117,0.995,3.25,0.58,9.9,2
7.6,0.23,0.22,4.0,0.073,38,70,0.9958,3.13,0.56,8.3,2
8.5,0.18,0.33,13.1,0.022,30,128,0.9976,3.03,0.35,10.2,2
10.2,0.4,0.38,1.3,0.169,39,59,0.9969,3.23,0.34,10.0,2
7.3,0.72,0.11,2.4,0.111,27,23,0.9955,3.5,0.33,12.0,2
5.8,0.29,0.27,6.0,0.035,20,136,0.9954,3.16,0.45,11.5,2
8.1,0.25,0.33,22.6,0.023,27,129,0.9939,3.36,0.4,10.7,2
6.6,0.5,0.46,1.2,0.121,11,80,0.9975,3.04,0.6,11.5,3
7.7,0.43,0.24,6.6,0.047,37,158,0.9918,3.31,0.59,10.9,2
5.7,0.46,0.34,9.5,0.038,48,87,0.9941,3.4,0.45,9.5,2
5.7,0.16,0.07,5.0,0.042,60,113,0.9884,3.37,0.48,9.6,2
11.6,0.66,0.02,3.6,0.075,17,30,0.9965,3.35,0.64,10.2,3
6.3,0.16,0.45,8.5,0.046,22,158,0.9957,3.22,0.59,10.7,3
4.9,0.34,0.14,15.8,0.063,56,111,0.9901,3.27,0.72,9.4,2
7.2,0.27,0.24,25.5,0.019,44,91,0.9947,2.93,0.46,11.2,2
6.9,0.1,0.36,3.6,0.037,3,125,0.9962,3.18,0.45,10.2,2
6.7,0.31,0.21,9.8,0.049,16,94,0.9964,3.46,0.68,10.3,2
6.5,0.41,0.27,19.3,0.023,7,115,0.9892,2.93,0.39,11.2,2
6.5,0.26,0.41,7.4,0.06,35,180,0.996,3.02,0.55,10.2,2
6.4,0.29,0.23,14.5,0.038,37,159,0.9949,3.11,0.47,9.7,3
6.0,0.18,0.18,6.6,0.084,2,71,0.9934,3.33,0.52,11.0,3
6.4,0.2,0.38,8.6,0.046,66,152,0.992,3.32,0.56,11.2,3
6.3,0.12,0.27,65.8,0.047,25,120,0.9973,3.23,0.43,10.5,2
4.5,0.4,0.46,10.8,0.03,59,9,0.9922,3.04,0.58,9.4,3
6.7,0.25,0.35,7.9,0.031,8,124,0.9946,3.36,0.57,12.3,2
6.3,0.34,0.43,5.9,0.082,60,164,0.9931,3.14,0.58,10.2,2
7.4,0.34,0.36,9.4,0.058,54,76,0.9956,3.62,0.52,10.4,3
6.6,0.18,0.28,4.4,0.049,25,204,0.9949,3.2,0.49,9.2,2
6.1,0.32,0.39,6.2,0.03,57,137,0.9911,2.89,0.57,9.7,2
6.9,0.37,0.38,5.8,0.06,47,174,0.9883,3.23,0.33,9.3,3
11.4,0.65,0.5,1.5,0.142,15,34,0.9999,3.38,0.6,10.4,2
7.1,0.29,0.45,12.3,0.08,11,154,1.0,2.93,0.6,8.9,3
6.0,0.32,0.34,22.7,0.064,40,113,0.9894,3.46,0.46,11.9,2
7.2,0.25,0.35,29.5,0.028,47,189,0.9962,3.08,0.41,10.2,3
8.2,0.23,0.3,2.0,0.009,37,151,0.9951,2.86,0.44,10.0,2
8.0,0.76,0.55,1.9,0.134,17,89,0.9961,3.24,0.64,10.3,2
8.6,0.17,0.28,37.4,0.043,17,120,0.9956,3.15,0.56,9.9,2
6.4,0.24,0.42,8.7,0.022,71,153,0.9953,3.01,0.63,11.9,3
7.0,0.28,0.26,10.2,0.054,49,110,0.9882,3.02,0.63,10.9,2
7.5,0.13,0.47,26.6,0.015,35,69,0.994,3.29,0.22,11.3,2
8.3,0.69,0.24,3.4,0.102,22,79,0.9976,3.19,0.83,9.9,2
9.1,0.71,0.65,1.2,0.012,18,35,0.9961,2.85,0.33,11.5,3
7.1,0.24,0.24,11.0,0.058,19,130,0.9921,3.19,0.35,9.4,2
7.0,0.28,0.31,6.7,0.05,41,164,0.9981,3.18,0.56,11.0,2
5.4,0.23,0.3,10.8,0.066,17,210,0.995,3.26,0.42,13.1,2
6.6,0.2,0.03,13.0,0.009,46,148,0.9912,2.96,0.6,11.4,2
6.9,0.33,0.37,27.0,0.058,15,87,0.9925,3.07,0.48,9.8,2
6.1,0.23,0.17,12.4,0.07,18,144,0.9944,3.35,0.42,10.2,2
7.3,0.36,0.43,20.0,0.045,22,134,0.9928,3.23,0.44,11.4,3
8.6,0.73,0.34,1.6,0.093,1,57,0.9977,3.27,0.84,10.4,2
7.3,0.46,0.29,1.2,0.139,18,10,0.9983,3.17,0.53,11.8,2
7.1,0.16,0.35,3.3,0.072,26,138,0.9941,3.43,0.42,12.1,2
6.6,0.23,0.42,4.9,0.009,30,202,0.992,3.1,0.54,9.4,3
7.2,0.41,0.36,45.5,0.044,25,109,0.9901,3.21,0.51,10.4,2
5.9,0.39,0.47,2.4,0.088,23,211,0.9925,3.29,0.45,9.4,2
5.4,0.26,0.57,4.3,0.149,20,63,1.0013,3.42,0.65,11.6,2
7.1,0.24,0.12,34.7,0.021,20,183,0.9936,3.39,0.36,11.7,2
7.1,0.22,0.3,13.1,0.028,28,93,0.9942,3.29,0.42,11.4,2
6.1,0.41,0.41,3.3,0.077,27,138,0.9961,3.16,0.6,10.1,2
9.3,0.56,0.0,3.6,0.158,11,20,0.9957,3.19,0.69,8.5,2
7.8,0.31,0.36,4.6,0.062,51,192,0.991,3.22,0.36,11.2,3
7.8,0.36,0.36,9.7,0.036,23,116,0.9915,3.21,0.48,12.6,3
6.0,0.31,0.39,10.4,0.037,71,162,0.997,2.98,0.56,10.1,3
7.9,0.13,0.25,5.5,0.048,28,159,0.9955,3.34,0.42,10.6,2
7.5,0.51,0.37,1.2,0.074,2,8,0.9952,3.48,0.77,11.5,2
8.4,0.32,0.38,2.0,0.053,11,31,0.9963,3.18,0.65,11.0,2
6.9,0.39,0.35,1.9,0.036,64,117,0.9892,2.85,0.38,12.1,2
